city,state_id,lookup,state_name
Rich Square,NC,"Rich Square,North Carolina",North Carolina
Huntland,TN,"Huntland,Tennessee",Tennessee
Quiogue,NY,"Quiogue,New York",New York
Blairs,VA,"Blairs,Virginia",Virginia
Isleton,CA,"Isleton,California",California
Hackett,AR,"Hackett,Arkansas",Arkansas
Apple Valley,UT,"Apple Valley,Utah",Utah
Sanford,MI,"Sanford,Michigan",Michigan
Fincastle,KY,"Fincastle,Kentucky",Kentucky
Cameron,WV,"Cameron,West Virginia",West Virginia
Forest Hill,LA,"Forest Hill,Louisiana",Louisiana
Osceola,NE,"Osceola,Nebraska",Nebraska
New Milford,PA,"New Milford,Pennsylvania",Pennsylvania
Witt,IL,"Witt,Illinois",Illinois
Gratis,OH,"Gratis,Ohio",Ohio
Pellston,MI,"Pellston,Michigan",Michigan
Espino,PR,"Espino,Puerto Rico",Puerto Rico
Burnside,KY,"Burnside,Kentucky",Kentucky
Blackwells Mills,NJ,"Blackwells Mills,New Jersey",New Jersey
Wiconsico,PA,"Wiconsico,Pennsylvania",Pennsylvania
South Fork,PA,"South Fork,Pennsylvania",Pennsylvania
Illiopolis,IL,"Illiopolis,Illinois",Illinois
Rutledge,GA,"Rutledge,Georgia",Georgia
Seabrook Beach,NH,"Seabrook Beach,New Hampshire",New Hampshire
Midway,NM,"Midway,New Mexico",New Mexico
Togiak,AK,"Togiak,Alaska",Alaska
Caroleen,NC,"Caroleen,North Carolina",North Carolina
Kenansville,NC,"Kenansville,North Carolina",North Carolina
Fuller Acres,CA,"Fuller Acres,California",California
Diablo Grande,CA,"Diablo Grande,California",California
Seligman,MO,"Seligman,Missouri",Missouri
Eastover,SC,"Eastover,South Carolina",South Carolina
Lumberport,WV,"Lumberport,West Virginia",West Virginia
Loreauville,LA,"Loreauville,Louisiana",Louisiana
Selawik,AK,"Selawik,Alaska",Alaska
Harmony,PA,"Harmony,Pennsylvania",Pennsylvania
Sheatown,PA,"Sheatown,Pennsylvania",Pennsylvania
Armstrong,IA,"Armstrong,Iowa",Iowa
Dunkirk,OH,"Dunkirk,Ohio",Ohio
Emily,MN,"Emily,Minnesota",Minnesota
Morgan,MN,"Morgan,Minnesota",Minnesota
Maben,MS,"Maben,Mississippi",Mississippi
Bloomsbury,NJ,"Bloomsbury,New Jersey",New Jersey
Dobbins Heights,NC,"Dobbins Heights,North Carolina",North Carolina
Ellicott,CO,"Ellicott,Colorado",Colorado
Tranquillity,CA,"Tranquillity,California",California
Alger,OH,"Alger,Ohio",Ohio
Elizabeth,WV,"Elizabeth,West Virginia",West Virginia
Rancho Banquete,TX,"Rancho Banquete,Texas",Texas
Enderlin,ND,"Enderlin,North Dakota",North Dakota
Hooper,NE,"Hooper,Nebraska",Nebraska
Trezevant,TN,"Trezevant,Tennessee",Tennessee
Westley,CA,"Westley,California",California
Skyline,AL,"Skyline,Alabama",Alabama
Snead,AL,"Snead,Alabama",Alabama
McGregor,IA,"McGregor,Iowa",Iowa
Piney Point,MD,"Piney Point,Maryland",Maryland
Waverly,MO,"Waverly,Missouri",Missouri
Marueño,PR,"Marueño,Puerto Rico",Puerto Rico
Jonesville,SC,"Jonesville,South Carolina",South Carolina
Tesuque,NM,"Tesuque,New Mexico",New Mexico
O'Donnell,TX,"O'Donnell,Texas",Texas
Lake City,MI,"Lake City,Michigan",Michigan
Wagener,SC,"Wagener,South Carolina",South Carolina
Wallowa,OR,"Wallowa,Oregon",Oregon
Puget Island,WA,"Puget Island,Washington",Washington
Plainfield,WI,"Plainfield,Wisconsin",Wisconsin
Shalimar,FL,"Shalimar,Florida",Florida
Roosevelt,NJ,"Roosevelt,New Jersey",New Jersey
Scotland,PA,"Scotland,Pennsylvania",Pennsylvania
New Columbia,PA,"New Columbia,Pennsylvania",Pennsylvania
Crawford,GA,"Crawford,Georgia",Georgia
Flint Creek,OK,"Flint Creek,Oklahoma",Oklahoma
Rushford Village,MN,"Rushford Village,Minnesota",Minnesota
Lone Rock,WI,"Lone Rock,Wisconsin",Wisconsin
Blooming Grove,TX,"Blooming Grove,Texas",Texas
Aspermont,TX,"Aspermont,Texas",Texas
Simsboro,LA,"Simsboro,Louisiana",Louisiana
Aguanga,CA,"Aguanga,California",California
Hayden,IN,"Hayden,Indiana",Indiana
Franklin,ID,"Franklin,Idaho",Idaho
Arbon Valley,ID,"Arbon Valley,Idaho",Idaho
Woodall,OK,"Woodall,Oklahoma",Oklahoma
Copperton,UT,"Copperton,Utah",Utah
Otisville,MI,"Otisville,Michigan",Michigan
Robin Glen-Indiantown,MI,"Robin Glen-Indiantown,Michigan",Michigan
Harlem,MT,"Harlem,Montana",Montana
Coalmont,TN,"Coalmont,Tennessee",Tennessee
Beaver Meadows,PA,"Beaver Meadows,Pennsylvania",Pennsylvania
Middleburg,VA,"Middleburg,Virginia",Virginia
Calhan,CO,"Calhan,Colorado",Colorado
Manila,CA,"Manila,California",California
Royal Center,IN,"Royal Center,Indiana",Indiana
Pond Creek,OK,"Pond Creek,Oklahoma",Oklahoma
Alton,MO,"Alton,Missouri",Missouri
Aurora,SD,"Aurora,South Dakota",South Dakota
Glasgow,WV,"Glasgow,West Virginia",West Virginia
Penney Farms,FL,"Penney Farms,Florida",Florida
Knik River,AK,"Knik River,Alaska",Alaska
Warrenton,NC,"Warrenton,North Carolina",North Carolina
Matinecock,NY,"Matinecock,New York",New York
Occidental,CA,"Occidental,California",California
Newman,IL,"Newman,Illinois",Illinois
Hazleton,IA,"Hazleton,Iowa",Iowa
Blackduck,MN,"Blackduck,Minnesota",Minnesota
Riverview,SC,"Riverview,South Carolina",South Carolina
Ellenboro,NC,"Ellenboro,North Carolina",North Carolina
Pawnee City,NE,"Pawnee City,Nebraska",Nebraska
Mooresburg,TN,"Mooresburg,Tennessee",Tennessee
Flushing,OH,"Flushing,Ohio",Ohio
Vineland,MN,"Vineland,Minnesota",Minnesota
Shoreham,MI,"Shoreham,Michigan",Michigan
Malin,OR,"Malin,Oregon",Oregon
Footville,WI,"Footville,Wisconsin",Wisconsin
Rio,FL,"Rio,Florida",Florida
Paraje,NM,"Paraje,New Mexico",New Mexico
Utica,NE,"Utica,Nebraska",Nebraska
Hillside,NY,"Hillside,New York",New York
Chester Hill,PA,"Chester Hill,Pennsylvania",Pennsylvania
Indian Springs,NV,"Indian Springs,Nevada",Nevada
Los Olivos,CA,"Los Olivos,California",California
Luthersville,GA,"Luthersville,Georgia",Georgia
Sully,IA,"Sully,Iowa",Iowa
McCammon,ID,"McCammon,Idaho",Idaho
Cobb Island,MD,"Cobb Island,Maryland",Maryland
Richland,MI,"Richland,Michigan",Michigan
Stoddard,WI,"Stoddard,Wisconsin",Wisconsin
Doniphan,NE,"Doniphan,Nebraska",Nebraska
Beaverdale,PA,"Beaverdale,Pennsylvania",Pennsylvania
Soudersburg,PA,"Soudersburg,Pennsylvania",Pennsylvania
Fort Dick,CA,"Fort Dick,California",California
Magazine,AR,"Magazine,Arkansas",Arkansas
Naco,AZ,"Naco,Arizona",Arizona
Tatum,NM,"Tatum,New Mexico",New Mexico
Harwood,ND,"Harwood,North Dakota",North Dakota
St. Joseph,TN,"St. Joseph,Tennessee",Tennessee
Howard,CO,"Howard,Colorado",Colorado
Pettit,OK,"Pettit,Oklahoma",Oklahoma
Edmundson,MO,"Edmundson,Missouri",Missouri
Au Gres,MI,"Au Gres,Michigan",Michigan
Dayton,WY,"Dayton,Wyoming",Wyoming
Forestville,NY,"Forestville,New York",New York
Cheyenne Wells,CO,"Cheyenne Wells,Colorado",Colorado
Rough and Ready,CA,"Rough and Ready,California",California
Brimfield,IL,"Brimfield,Illinois",Illinois
Winslow,IN,"Winslow,Indiana",Indiana
La Fontaine,IN,"La Fontaine,Indiana",Indiana
Castine,ME,"Castine,Maine",Maine
Owensville,OH,"Owensville,Ohio",Ohio
Onaway,MI,"Onaway,Michigan",Michigan
St. Ignatius,MT,"St. Ignatius,Montana",Montana
Arena,WI,"Arena,Wisconsin",Wisconsin
Crawford,TX,"Crawford,Texas",Texas
New Deal,TX,"New Deal,Texas",Texas
Jacksons' Gap,AL,"Jacksons' Gap,Alabama",Alabama
Baconton,GA,"Baconton,Georgia",Georgia
Clay City,IN,"Clay City,Indiana",Indiana
Highland,WI,"Highland,Wisconsin",Wisconsin
Algodones,NM,"Algodones,New Mexico",New Mexico
Hargill,TX,"Hargill,Texas",Texas
Kraemer,LA,"Kraemer,Louisiana",Louisiana
Sarepta,LA,"Sarepta,Louisiana",Louisiana
Smithfield,PA,"Smithfield,Pennsylvania",Pennsylvania
New Berlin,PA,"New Berlin,Pennsylvania",Pennsylvania
Holly Pond,AL,"Holly Pond,Alabama",Alabama
Brookport,IL,"Brookport,Illinois",Illinois
Eden,MD,"Eden,Maryland",Maryland
Stephenson,MI,"Stephenson,Michigan",Michigan
Coffeeville,MS,"Coffeeville,Mississippi",Mississippi
Brownsville,KY,"Brownsville,Kentucky",Kentucky
Mortons Gap,KY,"Mortons Gap,Kentucky",Kentucky
Eureka,SD,"Eureka,South Dakota",South Dakota
Greenleaf,WI,"Greenleaf,Wisconsin",Wisconsin
Tohatchi,NM,"Tohatchi,New Mexico",New Mexico
San Felipe,TX,"San Felipe,Texas",Texas
Middlesex,NC,"Middlesex,North Carolina",North Carolina
Bridgewater,PA,"Bridgewater,Pennsylvania",Pennsylvania
Wakefield,VA,"Wakefield,Virginia",Virginia
Hopedale,IL,"Hopedale,Illinois",Illinois
Dakota City,IA,"Dakota City,Iowa",Iowa
Aquasco,MD,"Aquasco,Maryland",Maryland
Crab Orchard,KY,"Crab Orchard,Kentucky",Kentucky
Shindler,SD,"Shindler,South Dakota",South Dakota
Pittsville,WI,"Pittsville,Wisconsin",Wisconsin
Greenville,FL,"Greenville,Florida",Florida
Onset,MA,"Onset,Massachusetts",Massachusetts
Wilton Center,CT,"Wilton Center,Connecticut",Connecticut
St. Clair,MN,"St. Clair,Minnesota",Minnesota
Norris,SC,"Norris,South Carolina",South Carolina
Shrewsbury,WV,"Shrewsbury,West Virginia",West Virginia
Beckville,TX,"Beckville,Texas",Texas
Juniata,NE,"Juniata,Nebraska",Nebraska
Magnolia Springs,AL,"Magnolia Springs,Alabama",Alabama
Notasulga,AL,"Notasulga,Alabama",Alabama
Roy,WA,"Roy,Washington",Washington
Lime Ridge,PA,"Lime Ridge,Pennsylvania",Pennsylvania
Rockford,IA,"Rockford,Iowa",Iowa
Langley,OK,"Langley,Oklahoma",Oklahoma
Russellville,MO,"Russellville,Missouri",Missouri
Vassar,KS,"Vassar,Kansas",Kansas
Bellefonte,KY,"Bellefonte,Kentucky",Kentucky
Garibaldi,OR,"Garibaldi,Oregon",Oregon
Rising Star,TX,"Rising Star,Texas",Texas
Blende,CO,"Blende,Colorado",Colorado
Hazelton,ID,"Hazelton,Idaho",Idaho
Polkville,MS,"Polkville,Mississippi",Mississippi
Gray Court,SC,"Gray Court,South Carolina",South Carolina
Lake Andes,SD,"Lake Andes,South Dakota",South Dakota
Mossyrock,WA,"Mossyrock,Washington",Washington
Arlington,WI,"Arlington,Wisconsin",Wisconsin
Jefferson,WV,"Jefferson,West Virginia",West Virginia
Rockwood,PA,"Rockwood,Pennsylvania",Pennsylvania
Colo,IA,"Colo,Iowa",Iowa
Shawnee Hills,OH,"Shawnee Hills,Ohio",Ohio
Pomona,KS,"Pomona,Kansas",Kansas
Lacomb,OR,"Lacomb,Oregon",Oregon
Fern Forest,HI,"Fern Forest,Hawaii",Hawaii
East Alto Bonito,TX,"East Alto Bonito,Texas",Texas
Lolita,TX,"Lolita,Texas",Texas
Emmonak,AK,"Emmonak,Alaska",Alaska
Wilmington,NY,"Wilmington,New York",New York
Tilghman Island,MD,"Tilghman Island,Maryland",Maryland
Fairdealing,MO,"Fairdealing,Missouri",Missouri
Clarkrange,TN,"Clarkrange,Tennessee",Tennessee
Angelica,NY,"Angelica,New York",New York
Blue Ridge Summit,PA,"Blue Ridge Summit,Pennsylvania",Pennsylvania
Claysville,PA,"Claysville,Pennsylvania",Pennsylvania
East Camden,AR,"East Camden,Arkansas",Arkansas
Belle Center,OH,"Belle Center,Ohio",Ohio
Fertile,MN,"Fertile,Minnesota",Minnesota
Crowell,TX,"Crowell,Texas",Texas
Warren,TX,"Warren,Texas",Texas
Candor,NC,"Candor,North Carolina",North Carolina
Humphrey,NE,"Humphrey,Nebraska",Nebraska
Oklahoma,PA,"Oklahoma,Pennsylvania",Pennsylvania
Atkins,VA,"Atkins,Virginia",Virginia
La Jara,CO,"La Jara,Colorado",Colorado
Waynesfield,OH,"Waynesfield,Ohio",Ohio
Newton,UT,"Newton,Utah",Utah
Schoharie,NY,"Schoharie,New York",New York
Lake Latonka,PA,"Lake Latonka,Pennsylvania",Pennsylvania
Redfield,IA,"Redfield,Iowa",Iowa
Mesa del Caballo,AZ,"Mesa del Caballo,Arizona",Arizona
Syracuse,OH,"Syracuse,Ohio",Ohio
Mankato,KS,"Mankato,Kansas",Kansas
Wilson,AR,"Wilson,Arkansas",Arkansas
Afton,IA,"Afton,Iowa",Iowa
Castalia,OH,"Castalia,Ohio",Ohio
Rural Valley,PA,"Rural Valley,Pennsylvania",Pennsylvania
Ash Fork,AZ,"Ash Fork,Arizona",Arizona
Potlatch,ID,"Potlatch,Idaho",Idaho
Tilghmanton,MD,"Tilghmanton,Maryland",Maryland
Sycamore,OH,"Sycamore,Ohio",Ohio
Brunswick,MO,"Brunswick,Missouri",Missouri
Silver Lake,MN,"Silver Lake,Minnesota",Minnesota
Downs,KS,"Downs,Kansas",Kansas
Epps,LA,"Epps,Louisiana",Louisiana
Shickshinny,PA,"Shickshinny,Pennsylvania",Pennsylvania
Ringwood,IL,"Ringwood,Illinois",Illinois
Jetmore,KS,"Jetmore,Kansas",Kansas
Purple Sage,WY,"Purple Sage,Wyoming",Wyoming
Petros,TN,"Petros,Tennessee",Tennessee
Pleasantville,PA,"Pleasantville,Pennsylvania",Pennsylvania
Caspar,CA,"Caspar,California",California
Gurley,AL,"Gurley,Alabama",Alabama
Ridge Farm,IL,"Ridge Farm,Illinois",Illinois
Van Buren,IN,"Van Buren,Indiana",Indiana
Warren,MA,"Warren,Massachusetts",Massachusetts
Oakley,ID,"Oakley,Idaho",Idaho
Argyle,WI,"Argyle,Wisconsin",Wisconsin
Unionville,PA,"Unionville,Pennsylvania",Pennsylvania
La Veta,CO,"La Veta,Colorado",Colorado
Altheimer,AR,"Altheimer,Arkansas",Arkansas
Oreana,IL,"Oreana,Illinois",Illinois
Selma,IN,"Selma,Indiana",Indiana
Adair,OK,"Adair,Oklahoma",Oklahoma
Sherwood,OH,"Sherwood,Ohio",Ohio
Loch Lloyd,MO,"Loch Lloyd,Missouri",Missouri
Stone Harbor,NJ,"Stone Harbor,New Jersey",New Jersey
Mountain City,TX,"Mountain City,Texas",Texas
Humboldt,NE,"Humboldt,Nebraska",Nebraska
Upper Exeter,PA,"Upper Exeter,Pennsylvania",Pennsylvania
Benton,PA,"Benton,Pennsylvania",Pennsylvania
Colver,PA,"Colver,Pennsylvania",Pennsylvania
Happy Camp,CA,"Happy Camp,California",California
Mulga,AL,"Mulga,Alabama",Alabama
Hamel,IL,"Hamel,Illinois",Illinois
Milltown,IN,"Milltown,Indiana",Indiana
Edon,OH,"Edon,Ohio",Ohio
Annabella,UT,"Annabella,Utah",Utah
Doe Run,MO,"Doe Run,Missouri",Missouri
Juno Ridge,FL,"Juno Ridge,Florida",Florida
Hull,TX,"Hull,Texas",Texas
McClellan Park,CA,"McClellan Park,California",California
Carson,IA,"Carson,Iowa",Iowa
Glasgow,OR,"Glasgow,Oregon",Oregon
Malott,WA,"Malott,Washington",Washington
Brookfield,NJ,"Brookfield,New Jersey",New Jersey
Hilshire Village,TX,"Hilshire Village,Texas",Texas
Winfield,PA,"Winfield,Pennsylvania",Pennsylvania
Parksley,VA,"Parksley,Virginia",Virginia
Bowman,GA,"Bowman,Georgia",Georgia
Sonoita,AZ,"Sonoita,Arizona",Arizona
Henning,MN,"Henning,Minnesota",Minnesota
Onalaska,WA,"Onalaska,Washington",Washington
Sewickley Heights,PA,"Sewickley Heights,Pennsylvania",Pennsylvania
Waverly Hall,GA,"Waverly Hall,Georgia",Georgia
Marengo,IN,"Marengo,Indiana",Indiana
Mapleton,ME,"Mapleton,Maine",Maine
Davenport,OK,"Davenport,Oklahoma",Oklahoma
Garber,OK,"Garber,Oklahoma",Oklahoma
Pineville,MO,"Pineville,Missouri",Missouri
Lyons,MI,"Lyons,Michigan",Michigan
Cedar Point,TX,"Cedar Point,Texas",Texas
Faith,NC,"Faith,North Carolina",North Carolina
Correctionville,IA,"Correctionville,Iowa",Iowa
Walnut Grove,MN,"Walnut Grove,Minnesota",Minnesota
Burr Oak,MI,"Burr Oak,Michigan",Michigan
Hollow Creek,KY,"Hollow Creek,Kentucky",Kentucky
Joaquin,TX,"Joaquin,Texas",Texas
Earlville,NY,"Earlville,New York",New York
Highfield-Cascade,MD,"Highfield-Cascade,Maryland",Maryland
South Webster,OH,"South Webster,Ohio",Ohio
Junction City,OH,"Junction City,Ohio",Ohio
Wellington,MO,"Wellington,Missouri",Missouri
Hosford,FL,"Hosford,Florida",Florida
Woodlawn,NC,"Woodlawn,North Carolina",North Carolina
Cleone,CA,"Cleone,California",California
Livingston,IL,"Livingston,Illinois",Illinois
Hills,IA,"Hills,Iowa",Iowa
Menan,ID,"Menan,Idaho",Idaho
Orrick,MO,"Orrick,Missouri",Missouri
Lewisburg,KY,"Lewisburg,Kentucky",Kentucky
Scotland,SD,"Scotland,South Dakota",South Dakota
Key Colony Beach,FL,"Key Colony Beach,Florida",Florida
Pitkin,LA,"Pitkin,Louisiana",Louisiana
Saltsburg,PA,"Saltsburg,Pennsylvania",Pennsylvania
West Middlesex,PA,"West Middlesex,Pennsylvania",Pennsylvania
Resaca,GA,"Resaca,Georgia",Georgia
Hartland,ME,"Hartland,Maine",Maine
Arapaho,OK,"Arapaho,Oklahoma",Oklahoma
Bethany,WV,"Bethany,West Virginia",West Virginia
Piedmont,WV,"Piedmont,West Virginia",West Virginia
Lake Mack-Forest Hills,FL,"Lake Mack-Forest Hills,Florida",Florida
Morse,LA,"Morse,Louisiana",Louisiana
Star Lake,NY,"Star Lake,New York",New York
Parker,PA,"Parker,Pennsylvania",Pennsylvania
Fort Loudon,PA,"Fort Loudon,Pennsylvania",Pennsylvania
West Wood,UT,"West Wood,Utah",Utah
Flordell Hills,MO,"Flordell Hills,Missouri",Missouri
Stamping Ground,KY,"Stamping Ground,Kentucky",Kentucky
Chumuckla,FL,"Chumuckla,Florida",Florida
Agua Dulce,TX,"Agua Dulce,Texas",Texas
Dawson,TX,"Dawson,Texas",Texas
Crystal Beach,NY,"Crystal Beach,New York",New York
Spring Hill,PA,"Spring Hill,Pennsylvania",Pennsylvania
Dauphin,PA,"Dauphin,Pennsylvania",Pennsylvania
Hubbard,IA,"Hubbard,Iowa",Iowa
Whitecone,AZ,"Whitecone,Arizona",Arizona
Eckhart Mines,MD,"Eckhart Mines,Maryland",Maryland
Mount Hope,KS,"Mount Hope,Kansas",Kansas
Metolius,OR,"Metolius,Oregon",Oregon
Pineland,TX,"Pineland,Texas",Texas
Virginia City,NV,"Virginia City,Nevada",Nevada
Deer Trail,CO,"Deer Trail,Colorado",Colorado
Kenwood,CA,"Kenwood,California",California
Diamond City,AR,"Diamond City,Arkansas",Arkansas
Ogden,IL,"Ogden,Illinois",Illinois
Kansas,OK,"Kansas,Oklahoma",Oklahoma
Woods Bay,MT,"Woods Bay,Montana",Montana
Tekoa,WA,"Tekoa,Washington",Washington
Butte des Morts,WI,"Butte des Morts,Wisconsin",Wisconsin
West Union,WV,"West Union,West Virginia",West Virginia
Eden Roc,HI,"Eden Roc,Hawaii",Hawaii
Scribner,NE,"Scribner,Nebraska",Nebraska
Lyons,NE,"Lyons,Nebraska",Nebraska
Afton,NY,"Afton,New York",New York
Rutledge,PA,"Rutledge,Pennsylvania",Pennsylvania
East Sparta,OH,"East Sparta,Ohio",Ohio
Middletown,MI,"Middletown,Michigan",Michigan
Stacey Street,FL,"Stacey Street,Florida",Florida
Cumby,TX,"Cumby,Texas",Texas
Geronimo,TX,"Geronimo,Texas",Texas
Walthill,NE,"Walthill,Nebraska",Nebraska
Chateaugay,NY,"Chateaugay,New York",New York
Lucerne Mines,PA,"Lucerne Mines,Pennsylvania",Pennsylvania
Chester,VT,"Chester,Vermont",Vermont
Lakeville,IN,"Lakeville,Indiana",Indiana
Mount Savage,MD,"Mount Savage,Maryland",Maryland
Escalante,UT,"Escalante,Utah",Utah
Van Buren,MO,"Van Buren,Missouri",Missouri
Ferrelview,MO,"Ferrelview,Missouri",Missouri
Isle,MN,"Isle,Minnesota",Minnesota
Kimball,MN,"Kimball,Minnesota",Minnesota
Gobles,MI,"Gobles,Michigan",Michigan
Darby,MT,"Darby,Montana",Montana
Smiths Grove,KY,"Smiths Grove,Kentucky",Kentucky
Elmwood,WI,"Elmwood,Wisconsin",Wisconsin
Gosport,IN,"Gosport,Indiana",Indiana
Francesville,IN,"Francesville,Indiana",Indiana
Bromley,KY,"Bromley,Kentucky",Kentucky
Sunrise Beach Village,TX,"Sunrise Beach Village,Texas",Texas
Cambridge,IA,"Cambridge,Iowa",Iowa
Morning Sun,IA,"Morning Sun,Iowa",Iowa
Ashland Heights,SD,"Ashland Heights,South Dakota",South Dakota
St. Georges,DE,"St. Georges,Delaware",Delaware
McLean,IL,"McLean,Illinois",Illinois
Harrodsburg,IN,"Harrodsburg,Indiana",Indiana
Graettinger,IA,"Graettinger,Iowa",Iowa
Chester,MA,"Chester,Massachusetts",Massachusetts
Mackinaw City,MI,"Mackinaw City,Michigan",Michigan
Culbertson,MT,"Culbertson,Montana",Montana
Parcelas Peñuelas,PR,"Parcelas Peñuelas,Puerto Rico",Puerto Rico
Dixon,NM,"Dixon,New Mexico",New Mexico
Moose Creek,AK,"Moose Creek,Alaska",Alaska
Mountain Gate,CA,"Mountain Gate,California",California
Catheys Valley,CA,"Catheys Valley,California",California
Wedowee,AL,"Wedowee,Alabama",Alabama
Melbourne,IA,"Melbourne,Iowa",Iowa
Elephant Head,AZ,"Elephant Head,Arizona",Arizona
Chevy Chase Section Three,MD,"Chevy Chase Section Three,Maryland",Maryland
Lasara,TX,"Lasara,Texas",Texas
Roscoe,PA,"Roscoe,Pennsylvania",Pennsylvania
Raymond,IA,"Raymond,Iowa",Iowa
Teec Nos Pos,AZ,"Teec Nos Pos,Arizona",Arizona
Lake Park,MN,"Lake Park,Minnesota",Minnesota
Wells,TX,"Wells,Texas",Texas
Emerson,NE,"Emerson,Nebraska",Nebraska
Cairo,NE,"Cairo,Nebraska",Nebraska
Okoboji,IA,"Okoboji,Iowa",Iowa
Oxford,IA,"Oxford,Iowa",Iowa
Athol,ID,"Athol,Idaho",Idaho
Las Ochenta,PR,"Las Ochenta,Puerto Rico",Puerto Rico
Bucksport,SC,"Bucksport,South Carolina",South Carolina
Netarts,OR,"Netarts,Oregon",Oregon
Blanchardville,WI,"Blanchardville,Wisconsin",Wisconsin
Hoonah,AK,"Hoonah,Alaska",Alaska
Mayfield,NY,"Mayfield,New York",New York
Arkport,NY,"Arkport,New York",New York
Cohocton,NY,"Cohocton,New York",New York
Dauberville,PA,"Dauberville,Pennsylvania",Pennsylvania
New Salem,PA,"New Salem,Pennsylvania",Pennsylvania
Pleasant Plains,IL,"Pleasant Plains,Illinois",Illinois
Grant City,MO,"Grant City,Missouri",Missouri
St. Paul,TX,"St. Paul,Texas",Texas
Benkelman,NE,"Benkelman,Nebraska",Nebraska
Candor,NY,"Candor,New York",New York
Sulphur Springs,AR,"Sulphur Springs,Arkansas",Arkansas
Smithfield,OH,"Smithfield,Ohio",Ohio
Adams,MN,"Adams,Minnesota",Minnesota
East Dailey,WV,"East Dailey,West Virginia",West Virginia
Interlaken,NJ,"Interlaken,New Jersey",New Jersey
Santa Clara Pueblo,NM,"Santa Clara Pueblo,New Mexico",New Mexico
Chili,NM,"Chili,New Mexico",New Mexico
Vass,NC,"Vass,North Carolina",North Carolina
Minatare,NE,"Minatare,Nebraska",Nebraska
Stronghurst,IL,"Stronghurst,Illinois",Illinois
Shoals,IN,"Shoals,Indiana",Indiana
Walker,IA,"Walker,Iowa",Iowa
Howe,OK,"Howe,Oklahoma",Oklahoma
Spencer,OH,"Spencer,Ohio",Ohio
Maricao,PR,"Maricao,Puerto Rico",Puerto Rico
Campbellsburg,KY,"Campbellsburg,Kentucky",Kentucky
Wonewoc,WI,"Wonewoc,Wisconsin",Wisconsin
Gary,WV,"Gary,West Virginia",West Virginia
St. James,LA,"St. James,Louisiana",Louisiana
Chocowinity,NC,"Chocowinity,North Carolina",North Carolina
Columbus,PA,"Columbus,Pennsylvania",Pennsylvania
Mertztown,PA,"Mertztown,Pennsylvania",Pennsylvania
Guy,AR,"Guy,Arkansas",Arkansas
Duncan,AZ,"Duncan,Arizona",Arizona
Coon Valley,WI,"Coon Valley,Wisconsin",Wisconsin
Westminster,TX,"Westminster,Texas",Texas
Klawock,AK,"Klawock,Alaska",Alaska
Winnebago,NE,"Winnebago,Nebraska",Nebraska
Westmoreland,NY,"Westmoreland,New York",New York
Ripley,NY,"Ripley,New York",New York
North Irwin,PA,"North Irwin,Pennsylvania",Pennsylvania
Fairplay,CO,"Fairplay,Colorado",Colorado
Stephens,AR,"Stephens,Arkansas",Arkansas
Horseshoe Bend,ID,"Horseshoe Bend,Idaho",Idaho
Clarkfield,MN,"Clarkfield,Minnesota",Minnesota
Springport,MI,"Springport,Michigan",Michigan
Turbeville,SC,"Turbeville,South Carolina",South Carolina
Ooltewah,TN,"Ooltewah,Tennessee",Tennessee
Belle Terre,NY,"Belle Terre,New York",New York
Dollar Point,CA,"Dollar Point,California",California
Wataga,IL,"Wataga,Illinois",Illinois
Hurst,IL,"Hurst,Illinois",Illinois
Clayton,OK,"Clayton,Oklahoma",Oklahoma
Northwest,NC,"Northwest,North Carolina",North Carolina
Canon,GA,"Canon,Georgia",Georgia
Ubly,MI,"Ubly,Michigan",Michigan
Bayside Gardens,OR,"Bayside Gardens,Oregon",Oregon
Lower Brule,SD,"Lower Brule,South Dakota",South Dakota
Ventress,LA,"Ventress,Louisiana",Louisiana
Carrolltown,PA,"Carrolltown,Pennsylvania",Pennsylvania
Hayneville,AL,"Hayneville,Alabama",Alabama
Seven Mile,OH,"Seven Mile,Ohio",Ohio
Bovey,MN,"Bovey,Minnesota",Minnesota
Enterprise,KS,"Enterprise,Kansas",Kansas
Spearville,KS,"Spearville,Kansas",Kansas
Yachats,OR,"Yachats,Oregon",Oregon
Hilltop Lakes,TX,"Hilltop Lakes,Texas",Texas
Anacoco,LA,"Anacoco,Louisiana",Louisiana
Aulander,NC,"Aulander,North Carolina",North Carolina
Byrdstown,TN,"Byrdstown,Tennessee",Tennessee
Fultonville,NY,"Fultonville,New York",New York
Fort Washington,CA,"Fort Washington,California",California
Mountain Pine,AR,"Mountain Pine,Arkansas",Arkansas
Pearl City,IL,"Pearl City,Illinois",Illinois
Woodhull,IL,"Woodhull,Illinois",Illinois
Newborn,GA,"Newborn,Georgia",Georgia
Climax,MI,"Climax,Michigan",Michigan
Birnamwood,WI,"Birnamwood,Wisconsin",Wisconsin
Taycheedah,WI,"Taycheedah,Wisconsin",Wisconsin
Doyline,LA,"Doyline,Louisiana",Louisiana
Orient,NY,"Orient,New York",New York
Foxfield,CO,"Foxfield,Colorado",Colorado
Mendocino,CA,"Mendocino,California",California
Norphlet,AR,"Norphlet,Arkansas",Arkansas
Windfall City,IN,"Windfall City,Indiana",Indiana
Wallace,ID,"Wallace,Idaho",Idaho
Pepin,WI,"Pepin,Wisconsin",Wisconsin
Scurry,TX,"Scurry,Texas",Texas
